RunId,RunStart,FlowFile,FlowPath,Status,ExitCode,DurationSec
"58396c50","2026-03-05T11:19:10","at_birthday_or_relationship.yaml","C:\Users\terxi\maestro-tests\states\at_birthday_or_relationship.yaml","PASSED","0","153.05"
"20023452","2026-03-05T11:21:49","at_birthday_or_relationship.yaml","C:\Users\terxi\maestro-tests\states\at_birthday_or_relationship.yaml","PASSED","0","160.05"
"c028cfd5","2026-03-05T11:24:34","at_birthday_or_relationship.yaml","C:\Users\terxi\maestro-tests\states\at_birthday_or_relationship.yaml","PASSED","0","174.06"
"64648195","2026-03-05T11:30:40","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","359.16"
"5767a516","2026-03-05T11:36:45","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","444.56"
"7f7ba7f6","2026-03-05T12:09:58","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","3.95"
"1debc612","2026-03-05T12:10:04","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","3.81"
"419623b3","2026-03-05T12:10:11","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","3.81"
"f5b95225","2026-03-05T12:10:18","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","3.94"
"9b852955","2026-03-05T12:23:21","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","233.19"
"0ccd772e","2026-03-05T12:27:20","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","PASSED","0","281.3"
"14e2107b","2026-03-05T12:32:04","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","1228.13"
"c190f8eb","2026-03-05T12:53:23","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","PASSED","0","273.42"
"4599fce0","2026-03-05T12:58:00","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","240.45"
"09dd8f80","2026-03-05T13:02:04","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","257.42"
"652ad02c","2026-03-05T13:06:25","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","272.96"
"cf9b0afc","2026-03-05T13:11:01","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","PASSED","0","309.01"
"333ae9bf","2026-03-05T16:20:43","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","349.98"
"e56b09a3","2026-03-05T16:28:38","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","PASSED","0","286.07"
"ff6d4d0a","2026-03-05T16:33:27","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","PASSED","0","360.26"
"aa05f258","2026-03-05T16:39:31","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","244.9"
"079e2f30","2026-03-05T17:11:34","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","412.13"
"ed6a9c6c","2026-03-05T17:18:32","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","1420.43"
"204157e8","2026-03-09T10:20:58","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","431.54"
"e05f5df7","2026-03-09T10:34:34","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","491.85"
"8cc84250","2026-03-09T11:03:29","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","30.18"
"7fbb66af","2026-03-09T11:07:25","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","30.22"
"067eacb1","2026-03-09T11:08:18","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","357.43"
"26a023b2","2026-03-09T11:14:18","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","430.48"
"13e9ad16","2026-03-09T11:21:31","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","435.78"
"a17978c2","2026-03-09T11:28:50","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","407.19"
"c1c6b224","2026-03-09T11:47:39","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","4.05"
"52adc4ac","2026-03-09T11:48:15","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","474.4"
"e7cef591","2026-03-09T11:58:38","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","464.3"
"f4a25198","2026-03-09T12:06:26","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","3911.78"
"22b1feb1","2026-03-09T13:11:41","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","53.23"
"31922d2f","2026-03-09T13:12:40","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","49.42"
"dea7f4a0","2026-03-09T13:13:34","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","49.4"
"982eb91d","2026-03-09T13:53:16","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","444.26"
"92162b40","2026-03-09T14:00:43","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","465.69"
"0292e4cb","2026-03-09T14:09:48","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","416.59"
"1688c4c2","2026-03-09T14:22:46","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","411.85"
"b752b30a","2026-03-09T15:54:47","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","PASSED","0","400.8"
"2d4487f6","2026-03-09T16:01:52","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","446.08"
"d065ee63","2026-03-09T16:11:42","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","355.24"
"dd09c35e","2026-03-09T16:19:53","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","484.81"
"8f59f33b","2026-03-09T16:33:16","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","35.37"
"306bfaac","2026-03-09T16:34:18","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","PASSED","0","455.32"
"3ddac145","2026-03-09T17:51:49","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","FAILED","1","33.49"
"a016aa3e","2026-03-09T17:52:52","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","PASSED","0","471.22"
"731c4a48","2026-03-09T18:01:17","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","PASSED","0","540.67"
"552f3602","2026-03-09T22:23:47","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","PASSED","0","386.54"
"8ded655a","2026-03-09T22:30:19","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","PASSED","0","375.92"
"0788394c","2026-03-09T22:42:16","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","PASSED","0","422.56"
"0c1d029f","2026-03-09T22:49:22","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","PASSED","0","599.94"
"8da5f4ee","2026-03-09T22:59:25","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","PASSED","0","448.95"
"16b4f5b5","2026-03-09T23:06:57","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","FAILED","1","505.63"
"cc53d043","2026-03-09T23:17:45","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","PASSED","0","388.52"
"7a06c6a4","2026-03-09T23:24:17","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","PASSED","0","391.12"
"01f3377c","2026-03-09T23:30:51","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","PASSED","0","445.06"
"644fb705","2026-03-09T23:38:19","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","PASSED","0","510.69"
"10c4dcae","2026-03-09T23:46:53","religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\religion_input.yaml","PASSED","0","397.84"
"bd15e00f","2026-03-09T23:54:21","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","PASSED","0","358.75"
"ea42ab16","2026-03-10T00:00:23","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","PASSED","0","402.23"
"c2c2b4b2","2026-03-10T00:07:09","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","PASSED","0","452.09"
"975b1962","2026-03-10T00:14:44","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","PASSED","0","358.76"
"4c8f6ea9","2026-03-10T00:20:46","ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\ethnicity_input.yaml","PASSED","0","380.16"
"80ef10d2","2026-03-10T00:29:05","job_title_input.yaml","C:\Users\terxi\maestro-tests\onboarding\job_title_input.yaml","PASSED","0","415.67"
"9b8f3351","2026-03-10T00:36:04","job_title_input.yaml","C:\Users\terxi\maestro-tests\onboarding\job_title_input.yaml","PASSED","0","440.58"
"5b8e8bb8","2026-03-10T09:31:11","job_title_input.yaml","C:\Users\terxi\maestro-tests\onboarding\job_title_input.yaml","PASSED","0","451.72"
"1b4f7c51","2026-03-10T09:38:46","job_title_input.yaml","C:\Users\terxi\maestro-tests\onboarding\job_title_input.yaml","FAILED","1","65.94"
"cea42c82","2026-03-10T09:39:55","job_title_input.yaml","C:\Users\terxi\maestro-tests\onboarding\job_title_input.yaml","FAILED","1","66.38"
"89cd28cd","2026-03-10T09:41:05","job_title_input.yaml","C:\Users\terxi\maestro-tests\onboarding\job_title_input.yaml","PASSED","0","433.68"
"7f5f0cf0","2026-03-10T09:48:21","job_title_input.yaml","C:\Users\terxi\maestro-tests\onboarding\job_title_input.yaml","PASSED","0","423.02"
"d0b0faf3","2026-03-10T10:04:59","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","FAILED","1","55.89"
"331228f4","2026-03-10T10:05:59","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","FAILED","1","39.59"
"5c8c4d02","2026-03-10T10:08:56","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","FAILED","1","158.3"
"4a3891b7","2026-03-10T10:11:37","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","FAILED","1","70.51"
"a58b8f2f","2026-03-10T10:17:39","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","PASSED","0","151.5"
"e3348596","2026-03-10T10:20:14","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","PASSED","0","160.31"
"93b81a1b","2026-03-10T10:22:59","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","PASSED","0","167.32"
"0fd46f31","2026-03-10T10:25:52","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","KNOWN_BUG","1","83.39"
"644b35df","2026-03-10T10:27:20","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","PASSED","0","171.25"
"9e6753e8","2026-03-10T10:39:10","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","PASSED","0","170.64"
"2402314f","2026-03-10T10:42:05","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","FAILED","1","69.82"
"5d2f3425","2026-03-10T10:59:55","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","KNOWN_BUG","1","5.13"
"951c60a0","2026-03-10T11:00:03","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","KNOWN_BUG","1","5.14"
"300998f6","2026-03-10T11:06:53","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","KNOWN_BUG","1","8.67"
"70dd605c","2026-03-10T11:10:22","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","KNOWN_BUG","1","8.67"
"ca597ee2","2026-03-10T11:10:34","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","KNOWN_BUG","1","9.25"
"2648a797","2026-03-10T11:28:35","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","PASSED","1","9.22"
"78f7d408","2026-03-10T11:43:34","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","FAILED","1","9.92"
"10e588f0","2026-03-10T11:49:00","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","PASSED","0","138.66"
"229a3522","2026-03-10T11:51:22","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","PASSED","0","141.12"
"ffb46892","2026-03-10T11:53:47","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","PASSED","0","152.02"
"fef2299b","2026-03-10T11:56:22","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","PASSED","0","164.28"
"137936e6","2026-03-10T11:59:11","relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\relationship_goals.yaml","PASSED","0","180.78"
"e35ea87a","2026-03-10T12:05:02","job_title_input.yaml","C:\Users\terxi\maestro-tests\onboarding\job_title_input.yaml","PASSED","0","500.23"
"bcc31f0f","2026-03-11T09:42:30","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","PASSED","1","74.55"
"821dea69","2026-03-11T09:43:59","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","PASSED","1","76.48"
"bbb1ea83","2026-03-11T09:45:24","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","111.13"
"95cf010c","2026-03-11T10:03:55","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","FAILED","1","98.09"
"de06c6cb","2026-03-11T10:11:34","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","PASSED","1","99.45"
"356b9b8e","2026-03-11T10:15:41","add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\add_prompt.yaml","PASSED","1","98.03"
"caa83952","2026-03-11T14:06:16","your_type_input.yaml","C:\Users\terxi\maestro-tests\onboarding\your_type_input.yaml","FAILED","1","428.28"
"5960251f","2026-03-11T14:14:42","your_type_input.yaml","C:\Users\terxi\maestro-tests\onboarding\your_type_input.yaml","PASSED","1","76.99"
"c9d616b5","2026-03-11T14:16:07","your_type_input.yaml","C:\Users\terxi\maestro-tests\onboarding\your_type_input.yaml","FAILED","1","503.98"
"35078885","2026-03-11T14:49:35","your_type_input.yaml","C:\Users\terxi\maestro-tests\onboarding\your_type_input.yaml","FAILED","1","640.73"
"1ede95f4","2026-03-11T15:00:29","your_type_input.yaml","C:\Users\terxi\maestro-tests\onboarding\your_type_input.yaml","FAILED","1","623.07"
"058ad638","2026-03-11T15:28:08","your_type_input.yaml","C:\Users\terxi\maestro-tests\onboarding\your_type_input.yaml","PASSED","1","175.66"
"42359950","2026-03-11T16:05:47","03_gender_preference.yaml","C:\Users\terxi\maestro-tests\onboarding\03_gender_preference.yaml","FAILED","1","7.76"
"7cd079af","2026-03-11T16:06:29","03_gender_preference.yaml","C:\Users\terxi\maestro-tests\onboarding\03_gender_preference.yaml","FAILED","1","205.92"
"ac0de75a","2026-03-12T09:19:15","05_add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\05_add_prompt.yaml","PASSED","0","376.08"
"58ae5981","2026-03-12T09:26:23","06_education_select.yaml","C:\Users\terxi\maestro-tests\onboarding\06_education_select.yaml","PASSED","1","78.65"
"1aaadbbe","2026-03-12T09:27:51","06_education_select.yaml","C:\Users\terxi\maestro-tests\onboarding\06_education_select.yaml","FAILED","1","407.72"
"58422048","2026-03-12T09:45:12","06_education_select.yaml","C:\Users\terxi\maestro-tests\onboarding\06_education_select.yaml","PASSED","1","79.22"
"809c4dd0","2026-03-12T09:46:38","06_education_select.yaml","C:\Users\terxi\maestro-tests\onboarding\06_education_select.yaml","PASSED","0","425.44"
"1e9eb6d0","2026-03-12T09:55:00","07_education_school_input.yaml","C:\Users\terxi\maestro-tests\onboarding\07_education_school_input.yaml","PASSED","0","415.8"
"36cbf766","2026-03-14T12:43:05","06_education_select.yaml","C:\Users\terxi\maestro-tests\onboarding\06_education_select.yaml","PASSED","1","67.8"
"96b735ef","2026-03-14T12:44:30","06_education_select.yaml","C:\Users\terxi\maestro-tests\onboarding\06_education_select.yaml","PASSED","0","292.05"
"8279c6d6","2026-03-14T12:49:47","04_photo_upload_gallery.yaml","C:\Users\terxi\maestro-tests\onboarding\04_photo_upload_gallery.yaml","PASSED","0","264.9"
"76d89bad","2026-03-14T12:54:55","00_dob_valid.yaml","C:\Users\terxi\maestro-tests\onboarding\00_dob_valid.yaml","PASSED","0","152.02"
"76d89bad","2026-03-14T12:54:55","01_relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\01_relationship_goals.yaml","PASSED","0","150.85"
"76d89bad","2026-03-14T12:54:55","02_gender_select.yaml","C:\Users\terxi\maestro-tests\onboarding\02_gender_select.yaml","PASSED","0","171.82"
"76d89bad","2026-03-14T12:54:55","03_gender_preference.yaml","C:\Users\terxi\maestro-tests\onboarding\03_gender_preference.yaml","PASSED","0","187.92"
"76d89bad","2026-03-14T12:54:55","04_photo_upload_gallery.yaml","C:\Users\terxi\maestro-tests\onboarding\04_photo_upload_gallery.yaml","PASSED","0","289.57"
"76d89bad","2026-03-14T12:54:55","05_add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\05_add_prompt.yaml","PASSED","0","425.24"
"76d89bad","2026-03-14T12:54:55","06_education_select.yaml","C:\Users\terxi\maestro-tests\onboarding\06_education_select.yaml","PASSED","0","308.18"
"76d89bad","2026-03-14T12:54:55","07_education_school_input.yaml","C:\Users\terxi\maestro-tests\onboarding\07_education_school_input.yaml","PASSED","0","323.82"
"76d89bad","2026-03-14T12:54:55","08_job_title_input.yaml","C:\Users\terxi\maestro-tests\onboarding\08_job_title_input.yaml","PASSED","0","347.5"
"76d89bad","2026-03-14T12:54:55","09_swipe_height.yaml","C:\Users\terxi\maestro-tests\onboarding\09_swipe_height.yaml","PASSED","0","316.6"
"76d89bad","2026-03-14T12:54:55","10_ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\10_ethnicity_input.yaml","FAILED","1","328.3"
"76d89bad","2026-03-14T12:54:55","11_religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\11_religion_input.yaml","PASSED","0","384.2"
"76d89bad","2026-03-14T12:54:55","12_your_type_input.yaml","C:\Users\terxi\maestro-tests\onboarding\12_your_type_input.yaml","PASSED","0","413.89"
"b9a15173","2026-03-14T14:02:06","10_ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\10_ethnicity_input.yaml","PASSED","1","101.29"
"a670469f","2026-03-14T14:26:16","00_dob_valid.yaml","C:\Users\terxi\maestro-tests\onboarding\00_dob_valid.yaml","PASSED","0","208.76"
"a670469f","2026-03-14T14:26:16","01_relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\01_relationship_goals.yaml","PASSED","0","210.36"
"a670469f","2026-03-14T14:26:16","02_gender_select.yaml","C:\Users\terxi\maestro-tests\onboarding\02_gender_select.yaml","PASSED","0","204.67"
"a670469f","2026-03-14T14:26:16","03_gender_preference.yaml","C:\Users\terxi\maestro-tests\onboarding\03_gender_preference.yaml","PASSED","0","220.01"
"a670469f","2026-03-14T14:26:16","04_photo_upload_gallery.yaml","C:\Users\terxi\maestro-tests\onboarding\04_photo_upload_gallery.yaml","PASSED","0","332.3"
"a670469f","2026-03-14T14:26:16","05_add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\05_add_prompt.yaml","PASSED","0","360.58"
"a670469f","2026-03-14T14:26:16","06_education_select.yaml","C:\Users\terxi\maestro-tests\onboarding\06_education_select.yaml","PASSED","0","243.99"
"a670469f","2026-03-14T14:26:16","07_education_school_input.yaml","C:\Users\terxi\maestro-tests\onboarding\07_education_school_input.yaml","FAILED","1","1230.08"
"a670469f","2026-03-14T14:26:16","08_job_title_input.yaml","C:\Users\terxi\maestro-tests\onboarding\08_job_title_input.yaml","PASSED","0","254.78"
"a670469f","2026-03-14T14:26:16","09_swipe_height.yaml","C:\Users\terxi\maestro-tests\onboarding\09_swipe_height.yaml","PASSED","0","230.68"
"a670469f","2026-03-14T14:26:16","10_ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\10_ethnicity_input.yaml","PASSED","1","71.31"
"a670469f","2026-03-14T14:26:16","11_religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\11_religion_input.yaml","PASSED","1","73.24"
"a670469f","2026-03-14T14:26:16","12_your_type_input.yaml","C:\Users\terxi\maestro-tests\onboarding\12_your_type_input.yaml","PASSED","0","327.41"
"8801a923","2026-03-14T15:39:06","00_dob_valid.yaml","C:\Users\terxi\maestro-tests\onboarding\00_dob_valid.yaml","PASSED","0","222.87"
"8801a923","2026-03-14T15:39:06","01_relationship_goals.yaml","C:\Users\terxi\maestro-tests\onboarding\01_relationship_goals.yaml","PASSED","0","166.79"
"8801a923","2026-03-14T15:39:06","02_gender_select.yaml","C:\Users\terxi\maestro-tests\onboarding\02_gender_select.yaml","PASSED","0","204.99"
"8801a923","2026-03-14T15:39:06","03_gender_preference.yaml","C:\Users\terxi\maestro-tests\onboarding\03_gender_preference.yaml","PASSED","0","218.62"
"8801a923","2026-03-14T15:39:06","04_photo_upload_gallery.yaml","C:\Users\terxi\maestro-tests\onboarding\04_photo_upload_gallery.yaml","PASSED","0","293.5"
"8801a923","2026-03-14T15:39:06","05_add_prompt.yaml","C:\Users\terxi\maestro-tests\onboarding\05_add_prompt.yaml","PASSED","0","339.5"
"8801a923","2026-03-14T15:39:06","06_education_select.yaml","C:\Users\terxi\maestro-tests\onboarding\06_education_select.yaml","PASSED","0","230.88"
"8801a923","2026-03-14T15:39:06","07_education_school_input.yaml","C:\Users\terxi\maestro-tests\onboarding\07_education_school_input.yaml","PASSED","0","240.6"
"8801a923","2026-03-14T15:39:06","08_job_title_input.yaml","C:\Users\terxi\maestro-tests\onboarding\08_job_title_input.yaml","PASSED","1","84.58"
"8801a923","2026-03-14T15:39:06","09_swipe_height.yaml","C:\Users\terxi\maestro-tests\onboarding\09_swipe_height.yaml","PASSED","0","277.12"
"8801a923","2026-03-14T15:39:06","10_ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\10_ethnicity_input.yaml","FAILED","1","283"
"8801a923","2026-03-14T15:39:06","11_religion_input.yaml","C:\Users\terxi\maestro-tests\onboarding\11_religion_input.yaml","PASSED","0","306.54"
"8801a923","2026-03-14T15:39:06","12_your_type_input.yaml","C:\Users\terxi\maestro-tests\onboarding\12_your_type_input.yaml","PASSED","0","331.22"
"45b5628a","2026-03-14T16:36:45","10_ethnicity_input.yaml","C:\Users\terxi\maestro-tests\onboarding\10_ethnicity_input.yaml","FAILED","1","337.87"
